year,series,category,value,unit,source,method
1900,DPO,biomass,5.258615008,Gt/yr,haas2020,observed
1901,DPO,biomass,5.315734994,Gt/yr,haas2020,observed
1902,DPO,biomass,5.373779915,Gt/yr,haas2020,observed
1903,DPO,biomass,5.433315796,Gt/yr,haas2020,observed
1904,DPO,biomass,5.492134354,Gt/yr,haas2020,observed
1905,DPO,biomass,5.551917331,Gt/yr,haas2020,observed
1906,DPO,biomass,5.611194565,Gt/yr,haas2020,observed
1907,DPO,biomass,5.67089665,Gt/yr,haas2020,observed
1908,DPO,biomass,5.730312849,Gt/yr,haas2020,observed
1909,DPO,biomass,5.789912187,Gt/yr,haas2020,observed
1910,DPO,biomass,5.849408549,Gt/yr,haas2020,observed
1911,DPO,biomass,5.919677371,Gt/yr,haas2020,observed
1912,DPO,biomass,5.989550291,Gt/yr,haas2020,observed
1913,DPO,biomass,6.059104116,Gt/yr,haas2020,observed
1914,DPO,biomass,6.128815245,Gt/yr,haas2020,observed
1915,DPO,biomass,6.198957886,Gt/yr,haas2020,observed
1916,DPO,biomass,6.268808869,Gt/yr,haas2020,observed
1917,DPO,biomass,6.338577008,Gt/yr,haas2020,observed
1918,DPO,biomass,6.408247195,Gt/yr,haas2020,observed
1919,DPO,biomass,6.478099242,Gt/yr,haas2020,observed
1920,DPO,biomass,6.547794146,Gt/yr,haas2020,observed
1921,DPO,biomass,6.616489563,Gt/yr,haas2020,observed
1922,DPO,biomass,6.68632212,Gt/yr,haas2020,observed
1923,DPO,biomass,6.7552691,Gt/yr,haas2020,observed
1924,DPO,biomass,6.824462298,Gt/yr,haas2020,observed
1925,DPO,biomass,6.894085545,Gt/yr,haas2020,observed
1926,DPO,biomass,6.963364112,Gt/yr,haas2020,observed
1927,DPO,biomass,7.032920889,Gt/yr,haas2020,observed
1928,DPO,biomass,7.10299253,Gt/yr,haas2020,observed
1929,DPO,biomass,7.172665921,Gt/yr,haas2020,observed
1930,DPO,biomass,7.243039883,Gt/yr,haas2020,observed
1931,DPO,biomass,7.28610075,Gt/yr,haas2020,observed
1932,DPO,biomass,7.331193727,Gt/yr,haas2020,observed
1933,DPO,biomass,7.374697755,Gt/yr,haas2020,observed
1934,DPO,biomass,7.419027713,Gt/yr,haas2020,observed
1935,DPO,biomass,7.464097725,Gt/yr,haas2020,observed
1936,DPO,biomass,7.507461199,Gt/yr,haas2020,observed
1937,DPO,biomass,7.551848705,Gt/yr,haas2020,observed
1938,DPO,biomass,7.596281045,Gt/yr,haas2020,observed
1939,DPO,biomass,7.640629934,Gt/yr,haas2020,observed
1940,DPO,biomass,7.685842662,Gt/yr,haas2020,observed
1941,DPO,biomass,7.730103341,Gt/yr,haas2020,observed
1942,DPO,biomass,7.775084281,Gt/yr,haas2020,observed
1943,DPO,biomass,7.820339443,Gt/yr,haas2020,observed
1944,DPO,biomass,7.863787582,Gt/yr,haas2020,observed
1945,DPO,biomass,7.909162451,Gt/yr,haas2020,observed
1946,DPO,biomass,7.954755369,Gt/yr,haas2020,observed
1947,DPO,biomass,7.998745293,Gt/yr,haas2020,observed
1948,DPO,biomass,8.043761426,Gt/yr,haas2020,observed
1949,DPO,biomass,8.088780212,Gt/yr,haas2020,observed
1950,DPO,biomass,8.13405478,Gt/yr,haas2020,observed
1951,DPO,biomass,8.24808304,Gt/yr,haas2020,observed
1952,DPO,biomass,8.360958353,Gt/yr,haas2020,observed
1953,DPO,biomass,8.474222598,Gt/yr,haas2020,observed
1954,DPO,biomass,8.587188992,Gt/yr,haas2020,observed
1955,DPO,biomass,8.700599012,Gt/yr,haas2020,observed
1956,DPO,biomass,8.813200329,Gt/yr,haas2020,observed
1957,DPO,biomass,8.925863922,Gt/yr,haas2020,observed
1958,DPO,biomass,9.039417674,Gt/yr,haas2020,observed
1959,DPO,biomass,9.152066543,Gt/yr,haas2020,observed
1960,DPO,biomass,9.265657821,Gt/yr,haas2020,observed
1961,DPO,biomass,9.378548824,Gt/yr,haas2020,observed
1962,DPO,biomass,9.515410046,Gt/yr,haas2020,observed
1963,DPO,biomass,9.626330075,Gt/yr,haas2020,observed
1964,DPO,biomass,9.989556809,Gt/yr,haas2020,observed
1965,DPO,biomass,10.14776345,Gt/yr,haas2020,observed
1966,DPO,biomass,10.5198099,Gt/yr,haas2020,observed
1967,DPO,biomass,10.82682876,Gt/yr,haas2020,observed
1968,DPO,biomass,11.00920284,Gt/yr,haas2020,observed
1969,DPO,biomass,11.10763056,Gt/yr,haas2020,observed
1970,DPO,biomass,11.38950549,Gt/yr,haas2020,observed
1971,DPO,biomass,11.73653571,Gt/yr,haas2020,observed
1972,DPO,biomass,11.71672465,Gt/yr,haas2020,observed
1973,DPO,biomass,12.17302531,Gt/yr,haas2020,observed
1974,DPO,biomass,12.3281546,Gt/yr,haas2020,observed
1975,DPO,biomass,12.45233567,Gt/yr,haas2020,observed
1976,DPO,biomass,12.77511192,Gt/yr,haas2020,observed
1977,DPO,biomass,12.88414323,Gt/yr,haas2020,observed
1978,DPO,biomass,13.251019,Gt/yr,haas2020,observed
1979,DPO,biomass,13.31299966,Gt/yr,haas2020,observed
1980,DPO,biomass,13.32974362,Gt/yr,haas2020,observed
1981,DPO,biomass,13.71870946,Gt/yr,haas2020,observed
1982,DPO,biomass,14.02965645,Gt/yr,haas2020,observed
1983,DPO,biomass,13.96647196,Gt/yr,haas2020,observed
1984,DPO,biomass,14.4914419,Gt/yr,haas2020,observed
1985,DPO,biomass,14.70710058,Gt/yr,haas2020,observed
1986,DPO,biomass,14.8521594,Gt/yr,haas2020,observed
1987,DPO,biomass,14.93372538,Gt/yr,haas2020,observed
1988,DPO,biomass,14.99126503,Gt/yr,haas2020,observed
1989,DPO,biomass,15.52181675,Gt/yr,haas2020,observed
1990,DPO,biomass,15.8542664,Gt/yr,haas2020,observed
1991,DPO,biomass,15.78623072,Gt/yr,haas2020,observed
1992,DPO,biomass,16.03286743,Gt/yr,haas2020,observed
1993,DPO,biomass,15.7681854,Gt/yr,haas2020,observed
1994,DPO,biomass,15.99683499,Gt/yr,haas2020,observed
1995,DPO,biomass,16.11170602,Gt/yr,haas2020,observed
1996,DPO,biomass,16.58899238,Gt/yr,haas2020,observed
1997,DPO,biomass,16.62243834,Gt/yr,haas2020,observed
1998,DPO,biomass,16.72483135,Gt/yr,haas2020,observed
1999,DPO,biomass,16.93595866,Gt/yr,haas2020,observed
2000,DPO,biomass,17.03472961,Gt/yr,haas2020,observed
2001,DPO,biomass,17.14362348,Gt/yr,haas2020,observed
2002,DPO,biomass,17.32630629,Gt/yr,haas2020,observed
2003,DPO,biomass,17.60863963,Gt/yr,haas2020,observed
2004,DPO,biomass,18.24330302,Gt/yr,haas2020,observed
2005,DPO,biomass,18.5448268,Gt/yr,haas2020,observed
2006,DPO,biomass,18.86273441,Gt/yr,haas2020,observed
2007,DPO,biomass,19.57954765,Gt/yr,haas2020,observed
2008,DPO,biomass,20.28820253,Gt/yr,haas2020,observed
2009,DPO,biomass,20.37959331,Gt/yr,haas2020,observed
2010,DPO,biomass,20.7217278,Gt/yr,haas2020,observed
2011,DPO,biomass,21.30888325,Gt/yr,haas2020,observed
2012,DPO,biomass,21.35019321,Gt/yr,haas2020,observed
2013,DPO,biomass,22.04951123,Gt/yr,haas2020,observed
2014,DPO,biomass,22.28601117,Gt/yr,haas2020,observed
2015,DPO,biomass,22.50332045,Gt/yr,haas2020,observed
1900,DPO,fossil,0.967444963,Gt/yr,haas2020,observed
1901,DPO,fossil,0.9945563339,Gt/yr,haas2020,observed
1902,DPO,fossil,1.016628579,Gt/yr,haas2020,observed
1903,DPO,fossil,1.114395693,Gt/yr,haas2020,observed
1904,DPO,fossil,1.125502716,Gt/yr,haas2020,observed
1905,DPO,fossil,1.188792326,Gt/yr,haas2020,observed
1906,DPO,fossil,1.280764473,Gt/yr,haas2020,observed
1907,DPO,fossil,1.417625727,Gt/yr,haas2020,observed
1908,DPO,fossil,1.349321262,Gt/yr,haas2020,observed
1909,DPO,fossil,1.40820668,Gt/yr,haas2020,observed
1910,DPO,fossil,1.473345563,Gt/yr,haas2020,observed
1911,DPO,fossil,1.503989375,Gt/yr,haas2020,observed
1912,DPO,fossil,1.584716221,Gt/yr,haas2020,observed
1913,DPO,fossil,1.699370061,Gt/yr,haas2020,observed
1914,DPO,fossil,1.529214891,Gt/yr,haas2020,observed
1915,DPO,fossil,1.514020971,Gt/yr,haas2020,observed
1916,DPO,fossil,1.629912111,Gt/yr,haas2020,observed
1917,DPO,fossil,1.720420503,Gt/yr,haas2020,observed
1918,DPO,fossil,1.694956301,Gt/yr,haas2020,observed
1919,DPO,fossil,1.496440284,Gt/yr,haas2020,observed
1920,DPO,fossil,1.723399927,Gt/yr,haas2020,observed
1921,DPO,fossil,1.475951533,Gt/yr,haas2020,observed
1922,DPO,fossil,1.5780055,Gt/yr,haas2020,observed
1923,DPO,fossil,1.79360068,Gt/yr,haas2020,observed
1924,DPO,fossil,1.775299402,Gt/yr,haas2020,observed
1925,DPO,fossil,1.785192111,Gt/yr,haas2020,observed
1926,DPO,fossil,1.782028066,Gt/yr,haas2020,observed
1927,DPO,fossil,1.901549216,Gt/yr,haas2020,observed
1928,DPO,fossil,2.064330304,Gt/yr,haas2020,observed
1929,DPO,fossil,2.058974952,Gt/yr,haas2020,observed
1930,DPO,fossil,1.895130438,Gt/yr,haas2020,observed
1931,DPO,fossil,1.690024795,Gt/yr,haas2020,observed
1932,DPO,fossil,1.518830893,Gt/yr,haas2020,observed
1933,DPO,fossil,1.59775197,Gt/yr,haas2020,observed
1934,DPO,fossil,1.744109962,Gt/yr,haas2020,observed
1935,DPO,fossil,1.836081291,Gt/yr,haas2020,observed
1936,DPO,fossil,2.012800105,Gt/yr,haas2020,observed
1937,DPO,fossil,2.146294254,Gt/yr,haas2020,observed
1938,DPO,fossil,1.958714837,Gt/yr,haas2020,observed
1939,DPO,fossil,2.155021217,Gt/yr,haas2020,observed
1940,DPO,fossil,2.366594003,Gt/yr,haas2020,observed
1941,DPO,fossil,2.443567317,Gt/yr,haas2020,observed
1942,DPO,fossil,2.465200518,Gt/yr,haas2020,observed
1943,DPO,fossil,2.538524116,Gt/yr,haas2020,observed
1944,DPO,fossil,2.523855161,Gt/yr,haas2020,observed
1945,DPO,fossil,2.059235694,Gt/yr,haas2020,observed
1946,DPO,fossil,2.199557054,Gt/yr,haas2020,observed
1947,DPO,fossil,2.469767344,Gt/yr,haas2020,observed
1948,DPO,fossil,2.595023737,Gt/yr,haas2020,observed
1949,DPO,fossil,2.507907758,Gt/yr,haas2020,observed
1950,DPO,fossil,2.738952271,Gt/yr,haas2020,observed
1951,DPO,fossil,2.921764108,Gt/yr,haas2020,observed
1952,DPO,fossil,2.968882906,Gt/yr,haas2020,observed
1953,DPO,fossil,3.01404826,Gt/yr,haas2020,observed
1954,DPO,fossil,3.063419252,Gt/yr,haas2020,observed
1955,DPO,fossil,3.338799842,Gt/yr,haas2020,observed
1956,DPO,fossil,3.541430146,Gt/yr,haas2020,observed
1957,DPO,fossil,3.688469153,Gt/yr,haas2020,observed
1958,DPO,fossil,3.875909766,Gt/yr,haas2020,observed
1959,DPO,fossil,4.091012421,Gt/yr,haas2020,observed
1960,DPO,fossil,4.39438464,Gt/yr,haas2020,observed
1961,DPO,fossil,4.44713362,Gt/yr,haas2020,observed
1962,DPO,fossil,4.712766341,Gt/yr,haas2020,observed
1963,DPO,fossil,5.076681844,Gt/yr,haas2020,observed
1964,DPO,fossil,5.345989255,Gt/yr,haas2020,observed
1965,DPO,fossil,5.239605523,Gt/yr,haas2020,observed
1966,DPO,fossil,5.469290889,Gt/yr,haas2020,observed
1967,DPO,fossil,5.502338541,Gt/yr,haas2020,observed
1968,DPO,fossil,5.823393051,Gt/yr,haas2020,observed
1969,DPO,fossil,6.000617893,Gt/yr,haas2020,observed
1970,DPO,fossil,6.239946002,Gt/yr,haas2020,observed
1971,DPO,fossil,6.441205658,Gt/yr,haas2020,observed
1972,DPO,fossil,6.664654617,Gt/yr,haas2020,observed
1973,DPO,fossil,6.973205314,Gt/yr,haas2020,observed
1974,DPO,fossil,7.019446225,Gt/yr,haas2020,observed
1975,DPO,fossil,7.090439523,Gt/yr,haas2020,observed
1976,DPO,fossil,7.425615068,Gt/yr,haas2020,observed
1977,DPO,fossil,7.690094759,Gt/yr,haas2020,observed
1978,DPO,fossil,7.827512722,Gt/yr,haas2020,observed
1979,DPO,fossil,8.172906777,Gt/yr,haas2020,observed
1980,DPO,fossil,8.130892162,Gt/yr,haas2020,observed
1981,DPO,fossil,8.019222914,Gt/yr,haas2020,observed
1982,DPO,fossil,8.213294843,Gt/yr,haas2020,observed
1983,DPO,fossil,8.239308985,Gt/yr,haas2020,observed
1984,DPO,fossil,8.607159771,Gt/yr,haas2020,observed
1985,DPO,fossil,8.608897078,Gt/yr,haas2020,observed
1986,DPO,fossil,8.8485653,Gt/yr,haas2020,observed
1987,DPO,fossil,9.029649359,Gt/yr,haas2020,observed
1988,DPO,fossil,9.270922039,Gt/yr,haas2020,observed
1989,DPO,fossil,9.438536956,Gt/yr,haas2020,observed
1990,DPO,fossil,9.377546213,Gt/yr,haas2020,observed
1991,DPO,fossil,9.217906575,Gt/yr,haas2020,observed
1992,DPO,fossil,9.058748566,Gt/yr,haas2020,observed
1993,DPO,fossil,9.001417987,Gt/yr,haas2020,observed
1994,DPO,fossil,9.121886709,Gt/yr,haas2020,observed
1995,DPO,fossil,9.345754416,Gt/yr,haas2020,observed
1996,DPO,fossil,9.559186712,Gt/yr,haas2020,observed
1997,DPO,fossil,9.626178399,Gt/yr,haas2020,observed
1998,DPO,fossil,9.682211667,Gt/yr,haas2020,observed
1999,DPO,fossil,9.596788317,Gt/yr,haas2020,observed
2000,DPO,fossil,9.910522676,Gt/yr,haas2020,observed
2001,DPO,fossil,10.16740845,Gt/yr,haas2020,observed
2002,DPO,fossil,10.23071636,Gt/yr,haas2020,observed
2003,DPO,fossil,10.78650997,Gt/yr,haas2020,observed
2004,DPO,fossil,11.36670075,Gt/yr,haas2020,observed
2005,DPO,fossil,11.81670028,Gt/yr,haas2020,observed
2006,DPO,fossil,12.21394124,Gt/yr,haas2020,observed
2007,DPO,fossil,12.44839313,Gt/yr,haas2020,observed
2008,DPO,fossil,12.74569297,Gt/yr,haas2020,observed
2009,DPO,fossil,12.69267561,Gt/yr,haas2020,observed
2010,DPO,fossil,13.27812969,Gt/yr,haas2020,observed
2011,DPO,fossil,13.97030389,Gt/yr,haas2020,observed
2012,DPO,fossil,14.19782074,Gt/yr,haas2020,observed
2013,DPO,fossil,14.3593207,Gt/yr,haas2020,observed
2014,DPO,fossil,14.38400768,Gt/yr,haas2020,observed
2015,DPO,fossil,14.34857146,Gt/yr,haas2020,observed
1900,DPO,metals,0.1078963682,Gt/yr,haas2020,observed
1901,DPO,metals,0.1125583074,Gt/yr,haas2020,observed
1902,DPO,metals,0.1163961476,Gt/yr,haas2020,observed
1903,DPO,metals,0.1203043224,Gt/yr,haas2020,observed
1904,DPO,metals,0.1255208595,Gt/yr,haas2020,observed
1905,DPO,metals,0.1413602369,Gt/yr,haas2020,observed
1906,DPO,metals,0.139306465,Gt/yr,haas2020,observed
1907,DPO,metals,0.1578855483,Gt/yr,haas2020,observed
1908,DPO,metals,0.1547399681,Gt/yr,haas2020,observed
1909,DPO,metals,0.1696023422,Gt/yr,haas2020,observed
1910,DPO,metals,0.1843378708,Gt/yr,haas2020,observed
1911,DPO,metals,0.1853903612,Gt/yr,haas2020,observed
1912,DPO,metals,0.2059612666,Gt/yr,haas2020,observed
1913,DPO,metals,0.2248038594,Gt/yr,haas2020,observed
1914,DPO,metals,0.1879199877,Gt/yr,haas2020,observed
1915,DPO,metals,0.1943653041,Gt/yr,haas2020,observed
1916,DPO,metals,0.2258556727,Gt/yr,haas2020,observed
1917,DPO,metals,0.2315030615,Gt/yr,haas2020,observed
1918,DPO,metals,0.221038388,Gt/yr,haas2020,observed
1919,DPO,metals,0.1827773133,Gt/yr,haas2020,observed
1920,DPO,metals,0.1917087539,Gt/yr,haas2020,observed
1921,DPO,metals,0.134290273,Gt/yr,haas2020,observed
1922,DPO,metals,0.1771597853,Gt/yr,haas2020,observed
1923,DPO,metals,0.2199637318,Gt/yr,haas2020,observed
1924,DPO,metals,0.230011189,Gt/yr,haas2020,observed
1925,DPO,metals,0.2564234519,Gt/yr,haas2020,observed
1926,DPO,metals,0.2597764111,Gt/yr,haas2020,observed
1927,DPO,metals,0.2762712086,Gt/yr,haas2020,observed
1928,DPO,metals,0.3004038361,Gt/yr,haas2020,observed
1929,DPO,metals,0.3341796833,Gt/yr,haas2020,observed
1930,DPO,metals,0.298328974,Gt/yr,haas2020,observed
1931,DPO,metals,0.2387991028,Gt/yr,haas2020,observed
1932,DPO,metals,0.166105607,Gt/yr,haas2020,observed
1933,DPO,metals,0.185756111,Gt/yr,haas2020,observed
1934,DPO,metals,0.2350600268,Gt/yr,haas2020,observed
1935,DPO,metals,0.2690882582,Gt/yr,haas2020,observed
1936,DPO,metals,0.3239621618,Gt/yr,haas2020,observed
1937,DPO,metals,0.3997471634,Gt/yr,haas2020,observed
1938,DPO,metals,0.3429895753,Gt/yr,haas2020,observed
1939,DPO,metals,0.3791715191,Gt/yr,haas2020,observed
1940,DPO,metals,0.4244132993,Gt/yr,haas2020,observed
1941,DPO,metals,0.4436874592,Gt/yr,haas2020,observed
1942,DPO,metals,0.4174662084,Gt/yr,haas2020,observed
1943,DPO,metals,0.4318619887,Gt/yr,haas2020,observed
1944,DPO,metals,0.3768126633,Gt/yr,haas2020,observed
1945,DPO,metals,0.3233574405,Gt/yr,haas2020,observed
1946,DPO,metals,0.295099306,Gt/yr,haas2020,observed
1947,DPO,metals,0.3526346137,Gt/yr,haas2020,observed
1948,DPO,metals,0.3963624278,Gt/yr,haas2020,observed
1949,DPO,metals,0.3971053674,Gt/yr,haas2020,observed
1950,DPO,metals,0.4370667607,Gt/yr,haas2020,observed
1951,DPO,metals,0.473113107,Gt/yr,haas2020,observed
1952,DPO,metals,0.4913685189,Gt/yr,haas2020,observed
1953,DPO,metals,0.5332271947,Gt/yr,haas2020,observed
1954,DPO,metals,0.5758402733,Gt/yr,haas2020,observed
1955,DPO,metals,0.5828137566,Gt/yr,haas2020,observed
1956,DPO,metals,0.6212433571,Gt/yr,haas2020,observed
1957,DPO,metals,0.6545039649,Gt/yr,haas2020,observed
1958,DPO,metals,0.6004080116,Gt/yr,haas2020,observed
1959,DPO,metals,0.6470498677,Gt/yr,haas2020,observed
1960,DPO,metals,0.7401380673,Gt/yr,haas2020,observed
1961,DPO,metals,0.746878382,Gt/yr,haas2020,observed
1962,DPO,metals,0.7576965129,Gt/yr,haas2020,observed
1963,DPO,metals,0.774082774,Gt/yr,haas2020,observed
1964,DPO,metals,0.8264129993,Gt/yr,haas2020,observed
1965,DPO,metals,0.8817742535,Gt/yr,haas2020,observed
1966,DPO,metals,0.9040050938,Gt/yr,haas2020,observed
1967,DPO,metals,0.9433939789,Gt/yr,haas2020,observed
1968,DPO,metals,0.9982808342,Gt/yr,haas2020,observed
1969,DPO,metals,1.05340294,Gt/yr,haas2020,observed
1970,DPO,metals,1.17158259,Gt/yr,haas2020,observed
1971,DPO,metals,1.193096339,Gt/yr,haas2020,observed
1972,DPO,metals,1.207067902,Gt/yr,haas2020,observed
1973,DPO,metals,1.289660774,Gt/yr,haas2020,observed
1974,DPO,metals,1.37408801,Gt/yr,haas2020,observed
1975,DPO,metals,1.411255495,Gt/yr,haas2020,observed
1976,DPO,metals,1.4185523,Gt/yr,haas2020,observed
1977,DPO,metals,1.400328071,Gt/yr,haas2020,observed
1978,DPO,metals,1.408641571,Gt/yr,haas2020,observed
1979,DPO,metals,1.483455097,Gt/yr,haas2020,observed
1980,DPO,metals,1.513000749,Gt/yr,haas2020,observed
1981,DPO,metals,1.520426996,Gt/yr,haas2020,observed
1982,DPO,metals,1.456005141,Gt/yr,haas2020,observed
1983,DPO,metals,1.368721278,Gt/yr,haas2020,observed
1984,DPO,metals,1.497639205,Gt/yr,haas2020,observed
1985,DPO,metals,1.561461749,Gt/yr,haas2020,observed
1986,DPO,metals,1.585416279,Gt/yr,haas2020,observed
1987,DPO,metals,1.675316411,Gt/yr,haas2020,observed
1988,DPO,metals,1.835385644,Gt/yr,haas2020,observed
1989,DPO,metals,1.96434558,Gt/yr,haas2020,observed
1990,DPO,metals,1.983296223,Gt/yr,haas2020,observed
1991,DPO,metals,1.948429203,Gt/yr,haas2020,observed
1992,DPO,metals,1.928873598,Gt/yr,haas2020,observed
1993,DPO,metals,1.942153777,Gt/yr,haas2020,observed
1994,DPO,metals,1.976061996,Gt/yr,haas2020,observed
1995,DPO,metals,2.106057949,Gt/yr,haas2020,observed
1996,DPO,metals,2.210586512,Gt/yr,haas2020,observed
1997,DPO,metals,2.325541671,Gt/yr,haas2020,observed
1998,DPO,metals,2.413530993,Gt/yr,haas2020,observed
1999,DPO,metals,2.461784573,Gt/yr,haas2020,observed
2000,DPO,metals,2.592910058,Gt/yr,haas2020,observed
2001,DPO,metals,2.613473839,Gt/yr,haas2020,observed
2002,DPO,metals,2.638518867,Gt/yr,haas2020,observed
2003,DPO,metals,2.721382186,Gt/yr,haas2020,observed
2004,DPO,metals,3.035561084,Gt/yr,haas2020,observed
2005,DPO,metals,3.257209845,Gt/yr,haas2020,observed
2006,DPO,metals,3.504857543,Gt/yr,haas2020,observed
2007,DPO,metals,3.768176175,Gt/yr,haas2020,observed
2008,DPO,metals,4.014335834,Gt/yr,haas2020,observed
2009,DPO,metals,4.079186035,Gt/yr,haas2020,observed
2010,DPO,metals,4.373330355,Gt/yr,haas2020,observed
2011,DPO,metals,4.834134235,Gt/yr,haas2020,observed
2012,DPO,metals,4.874660552,Gt/yr,haas2020,observed
2013,DPO,metals,5.208113161,Gt/yr,haas2020,observed
2014,DPO,metals,5.394252072,Gt/yr,haas2020,observed
2015,DPO,metals,5.461817019,Gt/yr,haas2020,observed
1900,DPO,non_metallic_minerals,0.4891285538,Gt/yr,haas2020,observed
1901,DPO,non_metallic_minerals,0.4985643375,Gt/yr,haas2020,observed
1902,DPO,non_metallic_minerals,0.5083531525,Gt/yr,haas2020,observed
1903,DPO,non_metallic_minerals,0.5177538314,Gt/yr,haas2020,observed
1904,DPO,non_metallic_minerals,0.5231562104,Gt/yr,haas2020,observed
1905,DPO,non_metallic_minerals,0.5311107309,Gt/yr,haas2020,observed
1906,DPO,non_metallic_minerals,0.540695792,Gt/yr,haas2020,observed
1907,DPO,non_metallic_minerals,0.5527387634,Gt/yr,haas2020,observed
1908,DPO,non_metallic_minerals,0.5614091037,Gt/yr,haas2020,observed
1909,DPO,non_metallic_minerals,0.5732928621,Gt/yr,haas2020,observed
1910,DPO,non_metallic_minerals,0.5841122738,Gt/yr,haas2020,observed
1911,DPO,non_metallic_minerals,0.5965929655,Gt/yr,haas2020,observed
1912,DPO,non_metallic_minerals,0.6079612603,Gt/yr,haas2020,observed
1913,DPO,non_metallic_minerals,0.6214573775,Gt/yr,haas2020,observed
1914,DPO,non_metallic_minerals,0.6247145074,Gt/yr,haas2020,observed
1915,DPO,non_metallic_minerals,0.6269582373,Gt/yr,haas2020,observed
1916,DPO,non_metallic_minerals,0.6343073205,Gt/yr,haas2020,observed
1917,DPO,non_metallic_minerals,0.6371859543,Gt/yr,haas2020,observed
1918,DPO,non_metallic_minerals,0.6407207731,Gt/yr,haas2020,observed
1919,DPO,non_metallic_minerals,0.6462909866,Gt/yr,haas2020,observed
1920,DPO,non_metallic_minerals,0.6593908519,Gt/yr,haas2020,observed
1921,DPO,non_metallic_minerals,0.670782158,Gt/yr,haas2020,observed
1922,DPO,non_metallic_minerals,0.6957992573,Gt/yr,haas2020,observed
1923,DPO,non_metallic_minerals,0.7081628415,Gt/yr,haas2020,observed
1924,DPO,non_metallic_minerals,0.7369797578,Gt/yr,haas2020,observed
1925,DPO,non_metallic_minerals,0.7664288426,Gt/yr,haas2020,observed
1926,DPO,non_metallic_minerals,0.7867970976,Gt/yr,haas2020,observed
1927,DPO,non_metallic_minerals,0.8065638551,Gt/yr,haas2020,observed
1928,DPO,non_metallic_minerals,0.829286454,Gt/yr,haas2020,observed
1929,DPO,non_metallic_minerals,0.8478844057,Gt/yr,haas2020,observed
1930,DPO,non_metallic_minerals,0.8625227765,Gt/yr,haas2020,observed
1931,DPO,non_metallic_minerals,0.8598187934,Gt/yr,haas2020,observed
1932,DPO,non_metallic_minerals,0.8621514265,Gt/yr,haas2020,observed
1933,DPO,non_metallic_minerals,0.881210577,Gt/yr,haas2020,observed
1934,DPO,non_metallic_minerals,0.9088461169,Gt/yr,haas2020,observed
1935,DPO,non_metallic_minerals,0.9309450329,Gt/yr,haas2020,observed
1936,DPO,non_metallic_minerals,0.9525487739,Gt/yr,haas2020,observed
1937,DPO,non_metallic_minerals,0.9838510913,Gt/yr,haas2020,observed
1938,DPO,non_metallic_minerals,1.002342578,Gt/yr,haas2020,observed
1939,DPO,non_metallic_minerals,1.030364283,Gt/yr,haas2020,observed
1940,DPO,non_metallic_minerals,1.047491819,Gt/yr,haas2020,observed
1941,DPO,non_metallic_minerals,1.074255471,Gt/yr,haas2020,observed
1942,DPO,non_metallic_minerals,1.089547944,Gt/yr,haas2020,observed
1943,DPO,non_metallic_minerals,1.10333686,Gt/yr,haas2020,observed
1944,DPO,non_metallic_minerals,1.108703528,Gt/yr,haas2020,observed
1945,DPO,non_metallic_minerals,1.111370938,Gt/yr,haas2020,observed
1946,DPO,non_metallic_minerals,1.157873286,Gt/yr,haas2020,observed
1947,DPO,non_metallic_minerals,1.198824197,Gt/yr,haas2020,observed
1948,DPO,non_metallic_minerals,1.248185962,Gt/yr,haas2020,observed
1949,DPO,non_metallic_minerals,1.280508748,Gt/yr,haas2020,observed
1950,DPO,non_metallic_minerals,1.332452032,Gt/yr,haas2020,observed
1951,DPO,non_metallic_minerals,1.398763968,Gt/yr,haas2020,observed
1952,DPO,non_metallic_minerals,1.451751542,Gt/yr,haas2020,observed
1953,DPO,non_metallic_minerals,1.505530492,Gt/yr,haas2020,observed
1954,DPO,non_metallic_minerals,1.569159995,Gt/yr,haas2020,observed
1955,DPO,non_metallic_minerals,1.642075469,Gt/yr,haas2020,observed
1956,DPO,non_metallic_minerals,1.716566809,Gt/yr,haas2020,observed
1957,DPO,non_metallic_minerals,1.78156292,Gt/yr,haas2020,observed
1958,DPO,non_metallic_minerals,1.846176119,Gt/yr,haas2020,observed
1959,DPO,non_metallic_minerals,1.949603159,Gt/yr,haas2020,observed
1960,DPO,non_metallic_minerals,2.021410278,Gt/yr,haas2020,observed
1961,DPO,non_metallic_minerals,2.104537367,Gt/yr,haas2020,observed
1962,DPO,non_metallic_minerals,2.21570749,Gt/yr,haas2020,observed
1963,DPO,non_metallic_minerals,2.380143188,Gt/yr,haas2020,observed
1964,DPO,non_metallic_minerals,2.506948659,Gt/yr,haas2020,observed
1965,DPO,non_metallic_minerals,2.618245853,Gt/yr,haas2020,observed
1966,DPO,non_metallic_minerals,2.758496909,Gt/yr,haas2020,observed
1967,DPO,non_metallic_minerals,2.861394867,Gt/yr,haas2020,observed
1968,DPO,non_metallic_minerals,3.011705338,Gt/yr,haas2020,observed
1969,DPO,non_metallic_minerals,3.158721966,Gt/yr,haas2020,observed
1970,DPO,non_metallic_minerals,3.311188068,Gt/yr,haas2020,observed
1971,DPO,non_metallic_minerals,3.438677801,Gt/yr,haas2020,observed
1972,DPO,non_metallic_minerals,3.636471278,Gt/yr,haas2020,observed
1973,DPO,non_metallic_minerals,3.782978679,Gt/yr,haas2020,observed
1974,DPO,non_metallic_minerals,3.932873887,Gt/yr,haas2020,observed
